1495009271,215203.000000000000,0.038800000000
1495009271,215362.000000000000,0.118900000000
1495009269,215513.000000000000,0.109900000000
1495009268,215513.000000000000,0.047000000000
1495009268,215507.000000000000,0.035000000000
1495009267,215515.000000000000,0.045000000000
1495009267,215368.000000000000,0.157700000000
1495009267,215515.000000000000,0.008900000000
1495009267,215508.000000000000,0.079000000000
1495009267,215507.000000000000,0.012100000000
1495009267,215507.000000000000,0.100000000000
1495009266,215507.000000000000,0.100000000000
1495009266,215507.000000000000,0.050000000000
1495009265,215507.000000000000,0.050000000000
1495009264,215507.000000000000,0.035000000000
1495009263,215507.000000000000,0.056000000000
1495009262,215507.000000000000,0.056000000000
1495009261,215504.000000000000,0.053000000000
1495009260,215504.000000000000,0.047000000000
1495009259,215505.000000000000,0.050000000000
1495009258,215506.000000000000,0.050000000000
1495009257,215504.000000000000,0.047000000000
1495009257,215504.000000000000,0.047000000000
1495009256,215504.000000000000,0.047000000000
1495009255,215506.000000000000,0.044000000000
1495009254,215506.000000000000,0.044000000000
1495009253,215507.000000000000,0.022000000000
1495009253,215412.000000000000,0.203100000000
1495009252,215412.000000000000,0.021000000000
1495009251,215508.000000000000,0.021000000000
1495009251,215388.000000000000,0.005100000000
1495009251,215509.000000000000,0.021000000000
1495009239,215322.000000000000,0.425700000000
1495009239,215323.000000000000,0.274300000000
1495009239,215361.000000000000,0.300000000000
1495009238,215525.000000000000,0.100000000000
1495009220,215389.000000000000,0.400000000000
1495009218,215359.000000000000,0.272700000000
1495009218,215360.000000000000,0.227300000000
1495009212,215551.000000000000,0.042666070000
1495009193,215273.000000000000,0.157700000000
1495009185,215271.000000000000,0.571100000000
1495009185,215275.000000000000,0.428900000000
1495009177,215464.000000000000,0.050000000000
1495009171,215213.000000000000,0.448052670000
1495009163,215419.000000000000,0.045190000000
1495009154,215212.000000000000,0.022210300000
1495009154,215280.000000000000,0.200000000000
1495009154,215337.000000000000,0.979700000000
1495009149,215278.000000000000,0.050000000000
1495009141,215649.000000000000,0.134930000000
1495009108,215204.000000000000,0.079294280000
1495009108,215413.000000000000,0.030000000000
1495009108,215607.000000000000,0.048405720000
1495009107,215607.000000000000,0.005700000000
1495009104,215650.000000000000,0.005369810000
